Geo Point;Nom;Boissons;Site web;Téléphone;Horaires;Accessible PMR;PMR (description);Toilettes PMR;Id Wikidata;Id Wikipédia;Code postal;other_tags
48.7991935,2.4232557999999997;Reina;;;;;;;;;;;"{""chicha"": ""yes""}"
47.8928841,1.9169382;La Besace;;;;;;;;;;45650;"{""addr:housenumber"": ""23"", ""addr:city"": ""Saint-Jean-le-Blanc"", ""tickets:public_transport"": ""yes"", ""addr:street"": ""Rue du G\u00e9n\u00e9ral de Gaulle""}"
48.8585776,2.3458139;Bar à Manger;;;;;;;;;;;
48.8584254,2.344581;À La Tour;;;;;no;;;;;;"{""smoking"": ""no""}"
43.6063894,3.8762901999999997;Robin Hood;;;;;no;marche;;;;;"{""addr:city"": ""Montpellier"", ""addr:street"": ""boulevard de l'observatoire""}"
47.9102431,1.918905;Le Réveil de Bellebat;;;;;;;;;;45000;"{""addr:housenumber"": ""41"", ""addr:city"": ""Orl\u00e9ans"", ""addr:street"": ""Rue de Bellebat""}"
48.1726006,-2.7522254999999998;L'Epoque;;;;;;;;;;;
49.913256,2.253403;Le Driver;;;;;;;;;;;
47.038919,-1.6411658;Bar PMU L'Abatiale;;;;;;;;;;;
48.8628407,2.3491265;Le Quid;;;;;;;;;;;
42.7549063,2.9928073;Le Régent;;;;;;;;;;;"{""source"": ""survey 2015""}"
50.6261186,3.0468114;Uno's Bar;Hommel;;;"Mardi-Jeudi 15h00-00h00; Vendredi-Samedi 15h00-01h00";;;;;;59000;"{""addr:housenumber"": ""385"", ""addr:city"": ""Lille"", ""addr:street"": ""Rue L\u00e9on Gambetta"", ""outdoor_seating"": ""yes"", ""internet_access"": ""no""}"
48.3847726,-4.4929953;Ronde des Vins;;;;;;;;;;29200;"{""addr:housenumber"": ""11"", ""addr:city"": ""Brest"", ""addr:street"": ""Rue de Siam""}"
48.1118861,-1.6760454;Le Tivoli;;;;;;;;;;35000;"{""addr:housenumber"": ""19"", ""addr:city"": ""Rennes"", ""source:addr"": ""Rennes M\u00e9tropole"", ""source:addr:version"": ""2016-04-01"", ""addr:street"": ""Rue Saint-Georges"", ""source:addr:housenumber:ref"": ""80063""}"
48.9385151,1.999402;Le sophora;;;;;;;;;;;
45.4388743,4.3860903;White Lounge;;;;;;;;;;;"{""description"": ""Salon de th\u00e9, \""bar \u00e0 cicha\""""}"
47.9956984,-4.1055294;Le Bar des Amis;;;;;;;;;;29000;"{""addr:housenumber"": ""18"", ""cuisine"": ""french"", ""addr:city"": ""Quimper"", ""food"": ""yes"", ""smoking"": ""outside"", ""outdoor_seating"": ""yes"", ""addr:street"": ""Rue Astor""}"
49.4281056,2.0819529;Bar du Parc;;;;;;;;;;;
43.7023283,7.2597599;;;;;;;;;;;;
48.8975505,2.2197399;La Quille;;http://www.bowlingstadium.fr/nanterre/;+33156839822;"Lundi-Vendredi 00h00-01h00,14h00-24h00; Samedi,Dimanche 00h00-03h15,14h00-24h00";;;;;;;"{""source"": ""survey 2015"", ""sport"": ""10pin"", ""bowling:type"": ""mini"", ""billiards"": ""yes"", ""email"": ""contact@laquillenanterre.fr"", ""start_date"": ""06/2015""}"
43.557615,4.0854445;L'Aventure;;;;;yes;;;;;;"{""source"": ""Photomapping 2015 avec Perche \u00e0 Selphies"", ""description"": ""Bar;Glacier;Tapas;Cocktails;Huitres et Tellines""}"
48.0192999,2.7153967;Café des Sports;;;;;;;;;;;
47.7929054,-2.5926634;Bar Tabac;;;;;;;;;;56250;"{""addr:city"": ""Tr\u00e9dion""}"
43.5282312,3.9303005;Le Palavasien;;;;;;;;;;;"{""outdoor_seating"": ""yes""}"
48.8752683,2.3407374;La Chope;;;;;;;;;;75009;"{""addr:housenumber"": ""53"", ""shop"": ""tobacco"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue du Faubourg Montmartre""}"
48.7325614,5.8342512;L'Escale;;;;;;;;;;;"{""addr:housenumber"": ""2"", ""source"": ""survey""}"
48.8643061,2.3788042;La Terrasse;;;;;;;;;;;
47.6849186,2.6330688;Le Commerce;;;;;no;;;;;;
49.9670686,2.1358606;Le Désiré;;;;;;;;;;;
43.3107207,-0.3770035;Bar Tabac Le Sulky;;;;;;;;;;64000;"{""addr:housenumber"": ""62"", ""addr:city"": ""Pau"", ""addr:street"": ""Avenue Jean Mermoz""}"
43.4257545,3.6058863;Le Juliem's;;;;;;;;;;34140;"{""addr:housenumber"": ""1"", ""addr:city"": ""M\u00e8ze"", ""addr:street"": ""Place Honor\u00e9 Roques""}"
49.5517083,2.5155102;Bar des Sports;;;;;;;;;;;
45.0609573,5.3457835;Le Bar a Jus;;;;;;;;;;;
43.5821203,4.2477603;Mas Ste Marie;;https://www.saintemarie-camargue.com/;;Lundi-Dimanche 07h00-00h00;;;;;;;"{""wifi"": ""yes"", ""contact:phone"": ""+33 6 11 97 47 90"", ""payment:visa"": ""yes"", ""payment:credit_cards"": ""yes""}"
48.8724127,2.3666313;Brussel beer project Canal;yes;;;;;;;;;;"{""outdoor_seating"": ""yes"", ""start_date"": ""2019-03-29"", ""short_name"": ""BBP"", ""old_name"": ""Caf\u00e9 Clochette""}"
48.1161484,-1.680782;Le Petit Malo;;;;;;;;;;;"{""shop"": ""newsagent""}"
43.6131138,4.0104235;Le Mistral;;;;;;;;;;;
45.8760975,4.8386251;Cosi Bar;;;;;;;;;;;
49.3468314,-0.754756;La Rotonde;;;;;;;;;;;
48.4947295,-2.7146799;PMU - Café de la Mairie;;;;;;;;;;;
43.32895,5.4272198;Bar de la fontaine;;;;;;;;;;;
48.8656271,2.7895082;Fisherman’s Wharf;;http://www.disneylandparis.fr/restaurants/disneys-newport-bay-club/restaurant-fishermans-wharf/;;;limited;;;;;;
48.8785688,2.7049279;La Loco;;;;;;;;;;;
43.2916113,5.384482;La Dame Noir;;https://ladamenoir.wordpress.com;;Mardi-Samedi18h00-02h00;;;;;;13006;"{""addr:housenumber"": ""30"", ""smoking"": ""outside"", ""addr:city"": ""Marseille"", ""addr:street"": ""Place Notre-Dame du Mont""}"
44.6380256,-1.142635;V and B;;http://www.VandB.fr;;;;;;;;;"{""source"": ""R\u00e9seau SIRTAQUI - Comit\u00e9 R\u00e9gional de Tourisme d'Aquitaine - www.sirtaqui-aquitaine.com - 12/2014"", ""ref:FR:CRTA"": ""RESAQU033FS001GK""}"
48.823814,2.3768979;Royal Masséna Narega's;;;;;;;;;;;"{""source"": ""survey""}"
45.9402058,-0.9710533;Le Gambetta;;;;;;;;;;;
48.072222,-1.0140901;;;;;;;;;;;;
49.2265065,2.8819274999999998;;;;;;;;;;;;"{""shop"": ""tobacco""}"
49.8996923,3.6283086;La Mine;;;;;;;;;;;
47.7235247,-3.3425694999999997;Le Transat Café;;;;;;;;;;;"{""tickets:public_transport"": ""yes""}"
45.1253817,2.9767003;Le Neuss;;;;;;;;;;;"{""shop"": ""tobacco""}"
48.8288958,2.3514028;Plug In Café;yes;;+33 6 37 03 26 58;Lundi-Samedi 17h00-02h00;;;;;;75013;"{""addr:housenumber"": ""60"", ""addr:city"": ""Paris"", ""level"": ""0"", ""smoking"": ""no"", ""outdoor_seating"": ""no"", ""addr:street"": ""Rue G\u00e9rard""}"
45.2437029,4.2352053;Le Tropicana;;;;;;;;;;;"{""addr:housenumber"": ""9"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Finances Publiques - Cadastre. Mise \u00e0 jour : 2016"", ""addr:place"": ""Place du G\u00e9n\u00e9ral Leclerc""}"
45.8991114,6.1243456;Le Jean Jacques Rousseau;;;+33 4 50 45 47 05;;;;;;;;"{""addr:housenumber"": ""27"", ""addr:street"": ""Rue Jean-Jacques Rousseau"", ""addr:city"": ""Annecy"", ""addr:country"": ""FR""}"
50.6301341,3.045995;L'Appart Café;;;;"Lundi-Mercredi 16h00-01h00; Jeudi-Vendredi 16h00-03h00; Samedi 18h00-03h00";;;;;;;"{""note"": ""Biere: 4.50(5.50) Cocktail: 6:00(7:00) soft: 2:50(3:00)"", ""smoking"": ""outside"", ""happy_hours"": ""Mo-Su 16:00-20:00"", ""contact:housenumber"": ""286""}"
48.9939152,2.370758;Vanity;;;;;;;;;;;
48.9003094,2.3950656;Aux Sportifs;;;;;;;;;;;"{""addr:housenumber"": ""49"", ""addr:street"": ""Avenue \u00c9douard Vaillant""}"
48.9547888,2.8794815;Le Cornillon;;;;;;;;;;;"{""source"": ""survey 2016"", ""description"": ""Caf\u00e9 Tabac Presse Jeux Lotto""}"
48.851341,2.3393279;Monsieur - Le Zinc;;;;;no;;;;;;"{""source"": ""survey""}"
47.2167759,-1.5465863;Brady's;;https://www.facebook.com/bradysnantes/;;;yes;Source : http://handinantes.fr/bradys-nantes/;yes;;;44000;"{""addr:housenumber"": ""22"", ""cuisine"": ""fish_and_chips"", ""contact:facebook"": ""https://www.facebook.com/bradysnantes/"", ""survey:date"": ""2018-10-24"", ""addr:city"": ""Nantes"", ""outdoor_seating"": ""yes"", ""since"": ""2015"", ""addr:street"": ""All\u00e9e Commandant Charcot"", ""start_date"": ""2015"", ""description"": ""Irish pub & Restaurant""}"
43.7259682,7.4146351;Brasserie Le cap;;;;;;;;;;;
47.943229,5.1006722;L'Estaminet;;http://estaminet-berton.com/;;;;;;;;52210;"{""addr:housenumber"": ""15"", ""addr:city"": ""Bugni\u00e8res"", ""addr:street"": ""Rue de l'\u00c9olienne""}"
47.4209501,0.8908090999999999;L'Aantre Potes;;;;;;;;;;;"{""source"": ""OSMOSE""}"
48.7300649,-3.4607655;Bar de l'Ouest;;;;;yes;;;;;22300;"{""addr:housenumber"": ""4"", ""smoking"": ""no"", ""addr:city"": ""Lannion"", ""addr:street"": ""Avenue du G\u00e9n\u00e9ral de Gaulle""}"
48.1110372,-1.6773171;KilKenny's Pub;;;;;;;;;;35000;"{""addr:housenumber"": ""3"", ""addr:city"": ""Rennes"", ""source:addr"": ""Rennes M\u00e9tropole"", ""source:addr:version"": ""2016-04-01"", ""addr:street"": ""Rue du Vau Saint-Germain"", ""source:addr:housenumber:ref"": ""61186""}"
48.1140885,-1.6813007999999998;L'Annexe;;;;;;;;;;35000;"{""addr:housenumber"": ""18"", ""addr:city"": ""Rennes"", ""source:addr"": ""Rennes M\u00e9tropole"", ""source:addr:version"": ""2016-04-01"", ""addr:street"": ""Rue Saint-Michel"", ""source:addr:housenumber:ref"": ""59895""}"
48.1133589,-1.6831915;Pub Gall';;;;;;;;;;35000;"{""addr:housenumber"": ""24"", ""addr:city"": ""Rennes"", ""source:addr"": ""Rennes M\u00e9tropole"", ""source:addr:version"": ""2016-04-01"", ""addr:street"": ""Place des Lices"", ""source:addr:housenumber:ref"": ""59260""}"
48.7961278,-1.5275818;;;;;"Mardi-Dimanche 18h30-20h30; Jul-Aug Lundi-Dimanche 08h00-11h00,17h00-24h00";;;;;;;"{""outdoor_seating"": ""yes""}"
45.6445537,5.0110374;Chandieu Bar;;;;;;;;;;69780;"{""addr:housenumber"": ""2"", ""addr:city"": ""Saint-Pierre-de-Chandieu"", ""addr:street"": ""Place Charles de Gaulle""}"
43.5627635,3.9529572;Bar Pérol's;;;;;;;;;;;
48.9339438,2.0533498;Le Mercure;;;+33 1 39 65 03 39;;;;;;;;"{""addr:housenumber"": ""76"", ""addr:street"": ""Boulevard Robespierre""}"
49.6563721,3.3056563;Le Carnot;;;;;;;;;;;
49.6550579,3.3111502;La Bouteille d'Or;;;;;;;;;;;
48.0211575,-4.5374407;Au Quai des Brumes;;;;;;;;;;29770;"{""addr:housenumber"": ""16"", ""smoking"": ""outside"", ""addr:city"": ""Audierne"", ""addr:street"": ""Quai Jean Jaur\u00e8s""}"
47.0941443,-1.612537;L'avalanche;;;;;;;;;;;
47.1100253,-2.1140546;Le Skipper;;;;;;;;;;;
45.3938728,5.2611683;Bar des Halles (Berlioz);;;;;;;;;;;
45.0488288,3.8828355;Snack Bar du Rocher;;;;;;;;;;;"{""tobacco"": ""yes""}"
46.0026589,0.8500308999999999;Le Relais;;;;;;;;;;;"{""shop"": ""newsagent"", ""tobacco"": ""yes"", ""restaurant"": ""fast_food""}"
48.583087,7.7439846;Bar à Popol;various;https://fr-fr.facebook.com/Bar-%C3%A0-Popol-Stuebel-1167240506659853/;+33 3 88 32 87 90;Lundi-Samedi 15h00-01h00;limited;;;;;67000;"{""addr:housenumber"": ""25"", ""contact:phone"": ""+33 3 88 32 87 90"", ""addr:city"": ""Strasbourg"", ""contact:housenumber"": ""25"", ""level"": ""0"", ""outdoor_seating"": ""yes"", ""contact:postcode"": ""67000"", ""contact:street"": ""Rue du Foss\u00e9 des Tanneurs"", ""takeaway"": ""yes"", ""smoking"": ""outside"", ""contact:city"": ""Strasbourg"", ""start_date"": ""2016-06-07"", ""addr:street"": ""Rue du Foss\u00e9 des Tanneurs""}"
47.8439774,-0.2003488;Bar de la Lune;;;+33 2 43 95 39 04;;;;;;;72300;"{""addr:housenumber"": ""5"", ""addr:city"": ""Parc\u00e9-sur-Sarthe"", ""addr:street"": ""Place de la Lune""}"
45.4366783,4.3865721;L'ExcuZe;;;;;;;;;;;"{""contact:facebook"": ""https://www.facebook.com/LExcuZe-189656487770252""}"
49.9236074,4.0849662;Le Chiquito;;;;;;;;;;;
47.7464852,-3.3654918;Le Vogue;;;;;;;;;;;
47.7456715,-3.3635387;Shamrock Irish Pub;;;;;;;;;;;
48.6351911,-2.0138724;Clipper;;;;;;;;;;;"{""source"": ""survey""}"
45.1063659,4.2818414;;;;;;;;;;;;
43.5258044,3.9277892;Le Dauphin;;;;;;;;;;;"{""shop"": ""lottery"", ""outdoor_seating"": ""yes""}"
50.0157615,4.0401588;Le Gallia;;;;;;;;;;;
41.5542588,9.3186869;L'Isolebella;;;;;;;;;;;
43.2743092,3.5098214;Le Pourquoi Pas;;;;;;;;;;;"{""source"": ""survey""}"
49.4920091,0.1087522;La Havane;;;;;;;;;;76600;"{""source"": ""survey"", ""addr:city"": ""Le Havre"", ""addr:street"": ""rue Edouard Larue""}"
47.1916838,-1.5491752;Le p'tit tram;;;;;;;;;;;"{""description"": ""Bar, PMU""}"
47.8289821,-0.6986789999999999;Le Géneteil;;;;;;;;;;;"{""shop"": ""tobacco""}"
49.3742365,3.3264025999999998;La boîte à mousse;;;;;;;;;;;"{""shop"": ""alcohol"", ""contact:website"": ""http://laboiteamousse.com/"", ""contact:phone"": ""+33 9 86 26 77 69"", ""drink:beer"": ""yes""}"
45.357084,3.9566504;Bar des Sports;;;;;;;;;;;"{""source"": ""survey 2016""}"
48.8844524,2.3196244999999998;C'DéCalé;;;;;;;;;;;"{""cuisine"": ""bistro""}"
48.8134393,-3.3586411;Le Frikerez;;;;;;;;;;;
45.4151992,4.0098353;;;;;;;;;;;;"{""source"": ""survey 2016"", ""tobacco"": ""yes""}"
48.9005046,2.306441;Place des Fêtes;;;+33 1 71 05 58 88;;;;;;;92110;"{""addr:housenumber"": ""6"", ""addr:city"": ""clichy"", ""addr:street"": ""Place des Martyrs de l'Occupation Allemande""}"
48.8137029,-3.3362228;L'Hermine;;;;;;;;;;;
47.6205324,2.4924515;Bistrot Gourmand;;;;;;;;;;45720;"{""name:fr"": ""Bistrot Gourmand"", ""addr:street"": ""Rue de la Mairie""}"
48.8513741,2.2798639;Péniche River's King;;;;Samedi 20h00-05h00;;;;;;;"{""addr:housenumber"": ""108"", ""name:fr"": ""P\u00e9niche River's King"", ""addr:street"": ""Avenue du Pr\u00e9sident Kennedy""}"
43.5995453,1.4435213;Nabuchodonosor;;;+33561536500;;;;;;;;
45.9847616,4.7202677;Bar 2000;;;;;;;;;;;
45.1772051,5.7262392;Crystal Bar;;;;"Lundi-Vendredi 07h00-14h00; Samedi,Dimanche,PH 10h00-15h00";yes;;;;;;
43.2940894,5.3868435;Le Traquenard;;;;;;;;;;;
49.4705301,6.0840901;Café Italia;;;;;;;;;;;
49.0369101,1.5786281;Cheval Blanc;Amstel;;;;;;;;;;"{""tourism"": ""hotel""}"
48.8442836,2.3233862;La Marine;"Guinness;1664;Pilsner Licher;Edelweiss blanche;Angelus;Bud;Calsberg;Chouffe;La Cuvée des Trolls;Chimay blonde";;;;;;;;;;"{""source"": ""survey"", ""internet_access"": ""yes""}"
46.8419731,-0.4919167;Le Central;;;;;;;;;;;"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2014""}"
47.0863651,-1.1363113;Café des Sports;;;;;;;;;;;
43.5236021,4.145757;;;;;;;;;;;;"{""source"": ""camping website; bing2014""}"
43.7487208,7.1436547;;;;;;;;;;;;
43.2930572,3.5288048;Le Tantra;;http://www.letantra.com/;;22h00-04h00;;;;;;34300;"{""addr:housenumber"": ""11"", ""smoking"": ""outside"", ""addr:city"": ""Agde"", ""addr:street"": ""Boulevard des Matelots""}"
44.7576006,-0.625748;Le Beau Soleil;;;;;;;;;;;"{""outdoor_seating"": ""yes""}"
49.2021313,-0.3868405;Le Jana;;;;;;;;;;;
43.761341,6.4447595;Le piccolo;;;;;;;;;;;
48.2106813,6.7198314;Au chalet de la bière;;;;;;;;;;;"{""source"": ""extraction vectorielle v1 cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadas. Mise \u00e0 jour : 2010""}"
44.1649275,4.6197422;Le bistro;;;;;;;;;;;"{""source"": ""survey 2014""}"
48.7687731,-1.5702478;Paillote;;;;;;;;;;;"{""wifi"": ""no""}"
49.182022,-0.3684514;La Rhumba;"Goudale;Jupiler;triple_karmelit";;;11h00-01h00;yes;;;;;14000;"{""addr:housenumber"": ""36"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Caen"", ""smoking"": ""outside"", ""addr:street"": ""Rue \u00c9cuy\u00e8re"", ""addr:country"": ""FR"", ""internet_access"": ""no""}"
43.5480703,7.0301284;72 Croisette;;;;;;;;;;;
49.2301586,-0.1904371;;;;;;;;;;;;
47.8431929,-3.6929694;Le Belon;;;;;;;;;;;"{""source"": ""bing"", ""tobacco"": ""yes""}"
44.2315729,3.0384638;La Taverne;;;;;;;;;;;
44.815108,4.3995277999999995;Les 2 comptoirs;;;;;;;;;;07190;"{""wifi"": ""free"", ""addr:street"": ""le village""}"
48.8711993,2.3697018;Le Triangle;"India Dark Sour;Kout 10;Home;Rodenbach;XX Bitter;Citra Galactique;All Bretts Are Off;Beergeek Breakfast";http://triangleparis.com/;+33 1 71 39 58 02;"Mardi-Mercredi 17h00-23h00; Samedi 12h00-14h00, 17h00-23h00";;;;;;75010;"{""addr:housenumber"": ""13"", ""cuisine"": ""pizza"", ""microbrewery"": ""yes"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue Jacques Louvel-Tessier""}"
46.1557847,-1.1508509;La Bodega;;;;;;;;;;;
48.8542657,2.3672153;Kabanito Cafe Cocktail;;;;Mardi-Samedi 17h30-02h00;no;;;;;;"{""internet_access"": ""yes""}"
47.2130959,-1.5608022;La Comédie des Vins;;;+33 2 40 73 11 68;;no;;;;;;"{""drink:wine"": ""served"", ""survey:date"": ""2018-11-14""}"
49.0143723,1.3811373;Le Saint-Lazare;;;;;;;;;;;
49.0138032,1.3792678;La crysalide;;;;;;;;;;;
43.0154308,0.1783556;;;;;;;;;;;;
48.071396,-0.7679363;La Canchara;;;;;;;;;;;
49.89469,2.2988636;Sport Bar;various;https://www.facebook.com/sportsbaramiens/;;;;;;;;80000;"{""addr:housenumber"": ""17"", ""was:name"": ""Australian Bar"", ""addr:city"": ""Amiens"", ""addr:street"": ""Rue des Sergents""}"
49.4343345,2.0860294;L'Alternative;;;;;;;;;;;"{""addr:housenumber"": ""1"", ""addr:street"": ""Rue du 27 juin""}"
47.2599651,-0.0750079;Cristal Hotel;;https://www.cristal-hotel.fr/;;Lundi-Dimanche 00h00-00h00;;;;;;;"{""contact:phone"": ""+33 2 41 51 09 54""}"
43.5574804,4.0855318;Le Crazy Cow;;;;;;;;;;;"{""source"": ""Photomapping 2015 avec Perche \u00e0 Selphies"", ""description"": ""Bar;Glacier;Cocktails;Service Continu;Salade Repas;Bruschettas;Menu Enfant;Tapas;Assiette de Charcuterie;Cr\u00eapes;Gaufres""}"
43.5568131,4.0893447;The Tamarose;;;;;;;;;;;
48.8967092,2.2528727;Restaurant Le Timgad;;www.timgad-courbevoie.com/;;Lundi-Dimanche 11h00-23h00;;;;;;;"{""contact:phone"": ""+33 1 47 89 84 09""}"
48.0198928,0.0087454;Le Café In;;;;;;;;;;;
48.9380225,2.1583191;Le Printania;;;;;;;;;;;
48.9054224,2.3936693;Mega bar;;;;;;;;;;;
47.0235054,4.8353266;Maison du Colombier;;;;Lundi-Vendredi 18h00+;;;;;;;
47.8636866,-2.4498785;;;;;;;;;;;;
50.8959272,2.4352693;;;;;;;;;;;;
47.959461,2.2815049;Bar de la Plage;;;;;;;;;;;"{""source"": ""survey"", ""description"": ""Bar""}"
46.7908337,4.8501788;Le Dolmen;;;;;;;;;;;
44.24486,4.8854174;;;;;;;;;;;;
48.8753041,2.3602466;Café A;;https://www.cafea.fr/;+33 9 81 29 83 38;Lundi-Samedi 10h00-02h00, So 11h00-01h00;;;;;;75010;"{""addr:housenumber"": ""148"", ""source"": ""https://www.facebook.com/cafea10"", ""addr:city"": ""Paris"", ""smoking"": ""outside"", ""outdoor_seating"": ""yes"", ""terrace"": ""yes"", ""addr:street"": ""Rue du Faubourg Saint-Martin""}"
46.0191568,4.3781659;;;;;;;;;;;;
45.5206102,4.8696268;Bar de la Diligence;;;+33 4 74 53 17 63;;;;;;;38200;"{""addr:housenumber"": ""12"", ""addr:city"": ""Vienne"", ""gambling"": ""yes"", ""description:fr"": ""Bar PMU."", ""addr:street"": ""Boulevard Asiaticus""}"
48.0021465,-2.5826285;Le Celtic;Amstel;;;;;;;;;;"{""tobacco"": ""yes""}"
42.2318001,9.172071;Central;;;;;;;;;;;"{""addr:city"": ""Venaco""}"
48.8450006,2.3494675;Teddy's Bar;;;;;;;;;;75005;"{""addr:housenumber"": ""3"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue Thouin""}"
48.4951011,-2.7168815;Bar du Stade;;;;;;;;;;;
48.8721929,2.3459203;Bistro de la Banque;"Leffe;La Chouffe;Tripel Karmeliet;Hoegaarden;Stella Artois";;+33 1 47 70 51 40;"Lundi-Samedi 07h00-24h00; Dimanche 08h00-24h00";yes;;;;;;"{""note"": ""Breakfast & lunch & dinner"", ""contact:mobile"": ""+33 7 81 80 84 76"", ""survey"": ""2019"", ""email"": ""bistromaurice@icloud.com"", ""internet_access"": ""yes""}"
47.4668934,-1.6725590000000001;;;;+33 2 40 51 18 78;;;;;;;;"{""addr:housenumber"": ""4"", ""operator"": ""Thierry KLEIN"", ""shop_1"": ""newsagent"", ""shop"": ""tobacco""}"
48.8870745,2.3230291;Le Royal 17;;;;;;;;;;;"{""survey:date"": ""2017-08-30""}"
46.9911012,3.1633532;;;;+33 3 86 61 09 90;;limited;;;;;58000;"{""addr:housenumber"": ""15"", ""operator"": ""Charrier Alain"", ""addr:city"": ""Nevers"", ""addr:street"": ""Rue Saint-Etienne""}"
48.8073808,-3.4421102;Café Breton;;;;;;;;;;22700;"{""addr:housenumber"": ""63"", ""internet_access"": ""yes"", ""addr:city"": ""Perros-Guirec"", ""addr:street"": ""Rue Anatole Le Braz""}"
46.496238,-1.7938833;;;;;;;;;;;;
44.5547362,2.2579004;L'escale;;;;;;;;;;;"{""outdoor_seating"": ""yes""}"
48.5648273,2.627002;Le Saint-Denis (Bar - Brasserie - Restaurant);;;+33 1 64 39 82 28;;;;;;;77240;"{""addr:housenumber"": ""27"", ""addr:city"": ""Vert-Saint-Denis"", ""addr:street"": ""Avenue du Bois Vert""}"
49.924109,1.073205;Le Trianon;;;;;;;;;;;
46.4963564,-1.7831231;Le Café du Commerce;;;;;;;;;;;
43.4470312,6.474005;;;;;;;;;;;;
46.6733783,5.5368486;Les Salines;;;+33 3 84 47 07 36;Lundi-Samedi 06h00-20h00, Dimanche 06h00-14h00;no;;;;;39570;"{""addr:housenumber"": ""1"", ""smoking"": ""no"", ""tobacco"": ""yes"", ""addr:street"": ""Place des Salines""}"
45.2798827,5.5386934;Le martinet;;;;;;;;;;;
47.723172,-3.3394055;Tal er Groez;;;;;;;;;;;"{""source:name:br"": ""proper translation"", ""name:br"": ""Tal ar Groaz""}"
47.9310132,2.92788;Le Bar du Marché;;;;;;;;;;;
45.6703718,0.35015949999999996;Bar Tabac Pain;;;;;;;;;;;
48.8507723,2.8194814;;;;;;;;;;;;"{""tourism"": ""picnic_site""}"
47.9145489,-3.3347172;Le Liberty;;;+33 2 97 11 18 51;;;;;;;;"{""addr:housenumber"": ""9"", ""source"": ""Bing Sat Imagery"", ""addr:street"": ""Place de l'\u00c9glise""}"
47.9149332,-3.335149;;;;;;;;;;;;"{""source"": ""Bing Sat Imagery""}"
48.6759655,2.3740111;;;;;;;;;;;;"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre ; mise \u00e0 jour : 2011""}"
46.6297516,1.0620895;La Civette;;;;;;;;;;;
45.1884295,5.7140837;Bar du Modern;;;;;;;;;;;
45.39657,6.5660315;Barometer;;;;;;;;;;;
45.1279959,5.5275217;Le Sabot de Vénus;;;+33 4 76 95 20 02;;;;;;;;"{""addr:street"": ""R\u00e9sidence Au Coeur du Village""}"
45.2484841,5.8261328;;;;;;;;;;;;
47.2074744,-1.5572504999999999;L'Absence;;;;;yes;;;;;;"{""contact:facebook"": ""https://www.facebook.com/absence.nantes"", ""contact:phone"": ""+33 2 40 75 75 07"", ""url"": ""https://www.nantes-tourisme.com/fr/art-contemporain/l-absence"", ""survey:date"": ""2019-01-03"", ""start_date"": ""2009"", ""outdoor_seating"": ""yes""}"
48.5907448,7.7465028;Bar Toon's;;;;;;;;;;;"{""source"": ""survey""}"
48.8239865,2.9577549;Auberge du Printemps;;;;;;;;;;;
48.8369546,2.2791133;Le Balard;;;;;;;;;;;
48.8917922,2.2059623999999998;Aux Armes de la Ville;;;+33147253536;;;;;;;;"{""source"": ""survey"", ""description"": ""Bar Brasserie Restaurant""}"
47.2398783,6.0197727;Brass'eliande;Maredsous;;;;;;;;;;
49.2950335,-0.1050141;Vik Lounge;;;;;;;;;;;
48.8961881,2.2198234;Carpe Diem;;;;;;;;;;;"{""note:fr"": ""Caf\u00e9 Bar Restaurant Brasserie"", ""source"": ""survey 2014,2015"", ""old_name"": ""Brasserie du Parc""}"
45.7498336,3.1119772;Café de la Place;;;;;;;;;;;
45.001335,-1.2002225;Le Kontiki;;;;;;;;;;;"{""source"": ""survey""}"
44.137128,4.8088117;Le Palace;;;;;no;;;;;84100;"{""ref:FR:SIRET"": ""?"", ""source"": ""survey 2016"", ""survey:date"": ""2017-07-30"", ""outdoor_seating"": ""yes"", ""addr:street"": ""Rue de la R\u00e9publique""}"
